 ,TopicId,Title,Format,Structure,LearningResourceType,Difficulty,InteractivityType,AggregationLevel,InteractivityLevel,SemanticDensity,LOexev,MaxScore,MaxLearningTime
1609,462,LearningObject1609,Audio,Collection,Simulation,5,Mixed,1,VeryLow,Medium,Explanatory,40,88
1610,462,LearningObject1610,Image,Collection,Figure,10,Mixed,1,Low,Low,Evaluative,27,99
1611,463,LearningObject1611,Application,Collection,Questionnaire,6,Active,2,High,VeryLow,Evaluative,62,101
1612,463,LearningObject1612,Audio,Atomic,Lecture,3,Active,2,VeryLow,Low,Explanatory,60,16
1613,464,LearningObject1613,Application,Hierarchical,Experiment,10,Expositive,2,Low,VeryLow,Evaluative,71,23
1614,464,LearningObject1614,Form,Collection,Exam,5,Active,2,High,Medium,Evaluative,13,111
1615,464,LearningObject1615,Audio,Collection,SelfAssessment,2,Active,2,High,High,Explanatory,85,34
1616,464,LearningObject1616,Video,Linear,Experiment,9,Expositive,2,VeryHigh,Medium,Explanatory,53,65
1617,465,LearningObject1617,Audio,Hierarchical,NarrativeText,3,Mixed,1,VeryHigh,High,Explanatory,69,1
1618,465,LearningObject1618,Application,Networked,Experiment,9,Expositive,2,Medium,Low,Evaluative,74,95
1619,465,LearningObject1619,Audio,Hierarchical,SelfAssessment,5,Active,1,VeryLow,VeryLow,Explanatory,34,19
1620,465,LearningObject1620,Text,Hierarchical,Experiment,10,Active,1,High,Low,Explanatory,75,56
1621,465,LearningObject1621,Video,Collection,Graph,7,Mixed,1,VeryLow,Medium,Explanatory,23,49
1622,466,LearningObject1622,Text,Collection,Experiment,8,Mixed,1,Low,Low,Explanatory,39,100
1623,466,LearningObject1623,Application,Atomic,SelfAssessment,1,Mixed,1,Low,Medium,Evaluative,52,7
1624,467,LearningObject1624,Text,Networked,Exam,5,Expositive,2,VeryLow,VeryHigh,Explanatory,74,48
1625,467,LearningObject1625,Audio,Atomic,Exercise,2,Mixed,1,VeryLow,Low,Explanatory,12,77
1626,467,LearningObject1626,Image,Collection,Table,5,Expositive,1,Medium,VeryLow,Evaluative,39,15
1627,468,LearningObject1627,Form,Hierarchical,NarrativeText,3,Mixed,2,VeryHigh,Medium,Evaluative,55,100
1628,468,LearningObject1628,Audio,Networked,Exercise,6,Mixed,1,Low,High,Explanatory,57,77
1629,468,LearningObject1629,Text,Atomic,Slide,5,Expositive,1,VeryLow,High,Explanatory,8,56
1630,468,LearningObject1630,Video,Networked,Graph,3,Expositive,2,Medium,Medium,Explanatory,53,8
1631,468,LearningObject1631,Audio,Collection,Diagram,4,Expositive,1,Medium,VeryHigh,Explanatory,38,19
1632,469,LearningObject1632,Application,Collection,Questionnaire,5,Expositive,2,VeryHigh,VeryHigh,Evaluative,52,111
1633,469,LearningObject1633,Image,Collection,Graph,9,Expositive,2,VeryHigh,VeryLow,Evaluative,45,25
1634,469,LearningObject1634,Audio,Networked,Figure,4,Mixed,1,Medium,Medium,Explanatory,16,55
1635,470,LearningObject1635,Application,Hierarchical,Lecture,5,Active,2,Low,Medium,Evaluative,27,1
1636,470,LearningObject1636,Text,Networked,Index,3,Expositive,2,High,VeryLow,Explanatory,40,119
1637,471,LearningObject1637,Audio,Networked,Simulation,4,Mixed,2,High,VeryLow,Explanatory,76,89
1638,471,LearningObject1638,Application,Networked,Graph,1,Mixed,1,VeryHigh,VeryLow,Evaluative,39,44
1639,471,LearningObject1639,Text,Atomic,SelfAssessment,9,Active,1,VeryLow,VeryHigh,Explanatory,16,42
1640,472,LearningObject1640,Video,Hierarchical,Table,2,Mixed,1,Low,High,Explanatory,39,43
1641,472,LearningObject1641,Application,Hierarchical,Table,3,Expositive,1,Low,VeryLow,Evaluative,19,51
1642,472,LearningObject1642,Form,Networked,Exercise,10,Expositive,2,Medium,High,Evaluative,1,6
1643,472,LearningObject1643,Audio,Networked,NarrativeText,9,Expositive,1,VeryHigh,Medium,Explanatory,32,48
1644,473,LearningObject1644,Text,Linear,Table,7,Active,2,VeryLow,Medium,Explanatory,91,8
1645,473,LearningObject1645,Application,Hierarchical,Experiment,10,Mixed,1,High,VeryHigh,Evaluative,7,53
1646,474,LearningObject1646,Form,Networked,Questionnaire,3,Mixed,1,VeryLow,Medium,Evaluative,22,94
1647,474,LearningObject1647,Form,Linear,Simulation,10,Expositive,1,Medium,VeryHigh,Evaluative,33,47
1648,474,LearningObject1648,Audio,Networked,Exercise,9,Expositive,2,Medium,VeryLow,Explanatory,72,109
1649,474,LearningObject1649,Video,Linear,Table,2,Active,1,Low,VeryLow,Explanatory,30,12
1650,475,LearningObject1650,Form,Linear,NarrativeText,3,Mixed,2,VeryHigh,Low,Evaluative,17,45
1651,475,LearningObject1651,Video,Hierarchical,Figure,1,Expositive,2,Low,Low,Explanatory,37,103
1652,475,LearningObject1652,Text,Hierarchical,SelfAssessment,2,Active,2,VeryHigh,High,Explanatory,77,16
1653,476,LearningObject1653,Image,Collection,Diagram,4,Mixed,1,VeryHigh,VeryHigh,Evaluative,22,61
1654,476,LearningObject1654,Audio,Networked,Exam,7,Expositive,1,VeryHigh,Medium,Explanatory,9,101
1655,476,LearningObject1655,Form,Hierarchical,Exam,4,Mixed,1,Medium,VeryHigh,Evaluative,92,67
1656,476,LearningObject1656,Audio,Atomic,Exercise,1,Active,1,Low,VeryLow,Explanatory,92,114
1657,477,LearningObject1657,Text,Collection,Questionnaire,2,Mixed,2,High,VeryHigh,Explanatory,51,61
1658,477,LearningObject1658,Image,Linear,Exam,5,Expositive,2,Medium,Low,Evaluative,71,101
1659,478,LearningObject1659,Video,Hierarchical,NarrativeText,1,Active,2,VeryHigh,VeryHigh,Explanatory,100,79
1660,478,LearningObject1660,Video,Hierarchical,Diagram,4,Expositive,1,Medium,VeryLow,Explanatory,53,35
1661,478,LearningObject1661,Form,Atomic,Graph,2,Active,1,High,VeryLow,Evaluative,56,2
1662,478,LearningObject1662,Video,Networked,Table,4,Expositive,1,Low,High,Explanatory,29,80
1663,478,LearningObject1663,Video,Atomic,Experiment,10,Active,2,Low,Medium,Explanatory,70,7
1664,479,LearningObject1664,Form,Networked,Graph,2,Active,1,Medium,High,Evaluative,64,99
1665,479,LearningObject1665,Video,Linear,NarrativeText,1,Active,1,High,High,Explanatory,68,35
1666,480,LearningObject1666,Form,Networked,Experiment,3,Active,2,Low,VeryLow,Evaluative,36,109
1667,480,LearningObject1667,Video,Collection,Questionnaire,4,Active,2,Low,VeryHigh,Explanatory,56,25
1668,480,LearningObject1668,Text,Networked,Lecture,7,Active,1,VeryLow,High,Explanatory,21,53
1669,481,LearningObject1669,Video,Networked,Index,3,Active,1,Low,High,Explanatory,16,112
1670,481,LearningObject1670,Application,Networked,Diagram,4,Expositive,2,VeryLow,Low,Evaluative,23,113
1671,481,LearningObject1671,Form,Atomic,Lecture,7,Mixed,2,VeryHigh,High,Evaluative,52,41
1672,481,LearningObject1672,Audio,Linear,Index,8,Expositive,2,VeryLow,Low,Explanatory,44,52
1673,482,LearningObject1673,Text,Hierarchical,Figure,8,Expositive,2,High,Medium,Explanatory,8,54
1674,482,LearningObject1674,Image,Collection,Slide,4,Active,1,VeryLow,High,Evaluative,17,67
1675,482,LearningObject1675,Video,Linear,Simulation,9,Mixed,1,Medium,VeryHigh,Explanatory,54,106
1676,482,LearningObject1676,Text,Linear,Exam,5,Expositive,2,High,High,Explanatory,62,79
1677,483,LearningObject1677,Audio,Networked,Index,5,Active,2,VeryHigh,High,Explanatory,61,83
1678,483,LearningObject1678,Application,Linear,Graph,8,Active,1,Medium,Low,Evaluative,27,94
1679,483,LearningObject1679,Text,Linear,Figure,6,Expositive,1,VeryLow,High,Explanatory,92,79
1680,483,LearningObject1680,Video,Networked,Table,2,Mixed,2,High,VeryHigh,Explanatory,55,94
1681,484,LearningObject1681,Video,Networked,ProblemStatement,7,Mixed,1,Medium,VeryHigh,Explanatory,15,17
1682,484,LearningObject1682,Form,Atomic,Lecture,7,Active,1,VeryHigh,Medium,Evaluative,97,79
1683,484,LearningObject1683,Image,Collection,NarrativeText,6,Mixed,2,VeryHigh,Medium,Evaluative,31,95
